Text,Sentiment
Train te3koum daymen iji f lweqt,1
"Ma nakhadmouch hed le produit, ma ya3jebch, 9er3a, ma 9ene3nich, y3ayi, machi haja, ylegui, ana lokan liya ma nachrihch, khorda, ma fihach, kayen khir menno",-1
L'mkheyer fi koulech,1
chkeltouha 3lia,1
tahsolha ntouma,1
Offre sililmaa !!,1
produit moyen mais 3la hsab souma,1
Ta7ya boula7ya :D,1
connexion ta3kom th9ila t3ayi,-1
3tikom sa7a,1
Cha3b ta3na raw3a,1
khorda ta3 sa7,-1
Sabat ta3kom mach confortable,-1
"fe chbab, 3ajbetni bezaf",1
"t3ayi,tconsomi ,balouuu3a",-1
Lma9la li matlaSakch raditha tlasa9,-1
ga3 li grinah rah fi komentère darija,-1
3alamaa sid hmedd,1
mahich chaba ga3,-1
Yetna7ew ga3 lol,1
Ben saleh mkn hala,-1
"kheda3in, qualité te3kom bzaf 3ayana.",-1
Tebradi ga3 mata3erfouch tahadrou,-1
Klith w ma3jbnich,-1
Site tafcha,-1
Chrit téléphone jahd bezzaf,1
Makanch khamssa ya bouteflika,1
l idée ta3kom hayla,1
Hadak ybi3 sl3a raw3a vraiment top,1
Hadak produit frsha,-1
Votre marque est nul,-1
Votre plaque chauffante est tres b1,1
Sel3a ta3kome ghalya,-1
Mixeur ma yerhich bien,-1
F chbab sahbi,1
L9it une offre meilleure c’est de l’arnaque bhed le prix njib deux produits m3end y,-1
Votre mixeur est bon,1
La marque dialkoum mli7a 3ajbatni ??,1
Qualité d'image te3 téléphone 3eyana,-1
La qualité d image de votre téléphoné est nul,1
C est bien de trouver un produit algérien aussi génial ? yaatikom saha,1
"Ramdan bla Hemoud Boualem, makach minha !",1
La grrieur est jamais disponible,1
Matériels dyalkom ghalyin,-1
Service ta3koum haja fel parler .,1
Climatiseurs dialkoum ghali,1
La clim karita mayberedch,-1
Lbarad dialkoum hayal,1
Téléphone dialkoum karitha,-1
Réfrigérateur dialkoum karitha,-1
Les produits dialkoum yanta7aw ga3,-1
Lmeqla machi salha pour les crêpes,-1
Votre friteuse est nul,-1
"Awadiiiii walkah ila mlih , chri kifah matanadmiche ga3 ,",1
La 3g te3kom t3ayiii,-1
Ghali 7bibi kyn X khir manou,-1
Naghsal b yadi wala hadi machine à laver,-1
Nghsel byedi ou manghselch b votre machine,-1
Téléphone chinwi,-1
Chaufage dyalkom inechef ghir les slipes,-1
Les prix dialkoum nar,1
Produit de bonne qualité ya3tikoum sa7a,1
lah ybarek,1
hada tani mli7,1
Décor bla fayda ??,-1
Votre électroménagers ya lmzewa9 mbara wach hwalek mel dakhel,-1
Melfouq mzeweq meldakhel m3ewweq,-1
Lazem tetse9mou ga3,-1
Mindek dirou des promo chabin,1
Dit mixeur man3andekoum karitha,-1
Votre aspirateur grave ghali,-1
"Vrai chbeb had l restaurant, ybi3 des plats rkhass w Hbal",1
Sech cheveux manehkich 3lih lazem yetnahha,-1
Les fitres ta3 les hotes dialkoum karitha,-1
La Machine alavé dialkoum ghakua bzaf,-1
Produit de qualité,1
ytnahaw gga,-1
Aspirateur dialkoum top,1
La garanti dyalkom wo3oud kadiba,-1
rabbi yywafek kho,1
Votre four est top,1
projet hada khchin!,1
cheftou l poulicia l kelba wesh daret !,-1
Lisseur hada 4,1
Téléphone hettba,-1
sel3a te3kom fort khouya,1
Offre hayla.,1
Machi ga3 affaire,-1
produit hbel,1
3eyen matema 7ala,-1
ga3 mchi téléphone 7tab,-1
had sa3a television mazalo chad roho 3ando deja 3 snin,1
Ah chkil hed l offre ... machi original hada taywan... rouge a lèvre dupe ... tissu 3ayan mauvaise qualité ... pétrin ydir l7as bezef ... les pinceaux 3ayanin machi haja...,-1
télévision taekom 9owaaa !!,1
Ohhhh Bzf chbab,1
seyitou w rani bzf ferhana,1
bezzaf hayel,1
seyitou w il m'a décu sah sah,-1
produit 3iyane,-1
bezzaf 9owwa,1
produit 9er3a,-1
Hh hhyhjjjsjsjs jsjsks,1
M3a 3ard bomba Te3 (X) .. Tmete3 bl'internet,1
Foooooort,1
sa3a chabba,1
Ana howa batman mat9oloch,1
• maderna walouu,1
telephone hada 9er3a,-1
Graaave t3iyiii,-1
telephone ghoul allah ybarek,1
madama zela xD,1
chargeur maken maken,-1
Makanch Menha Khouya Mixeux Ta3na Fort,1
Maychabh lwalou,-1
Khourti fi khourti makan welo,-1
Hayal shampoing hada,1
Lah ybarek ma hadaa,1
Mech mlih,-1
offre Habsetlii mokhi,1
Yatikom saha,1
Vrai hayla,1
ça fait plaisir nechri men 3endkom,1
Kraaht la9raya nhab nakhdem tool,-1
Intiik ! Hayel belbezzaf,1
Khwatatek chabinn lah ybarek ??miss u,1
Darkoum chaba,1
Cha3rek chbab,1
3ajbetni hed el cocotte teyyeb b1 w mateddich bzf wa9t khfif drif,1
Jibo l BRI w zidoo saa3iiiqaaa,1
Botefliqa vo lahnak ldjayer machi n gemmak,-1
Salam alikom wach rak cv chwiya,1
Ma nhabch nakol gerantitaaa,-1
Raye7 fechbab,1
Niveau bas,-1
Tahsilha lah ybarekk,1
J'adore tn idée !,1
Tahya les belkheir ??,1
Tahyaaaa CSE,1
Mais ntouma forttttt,1
Mixeur ta3koum fort ??,1
Thya wahren ????,1
Alger chaba,1
Ghali bzf aben3ami ha hawlou 3lina chwiya,-1
Darkoum cheba,1
Kirakoum Ghaya,1
Yhabel 3jebni bzf ani nekhdem bih Daymen,1
Yak cava Chwia,1
Couscous ta3koum chehal bnine,1
Service dyalkom fel mendfekh,1
Awaah ghali bzf,-1
"tnaket ya zebi , Rak sah menek ,Zabou tgalab , tnik denia , top frr, hafdek li zomme, 3lah 3lah , tsema ana machi bnadem , tremtek machi, ysakhaf, aya ria7, zahitna , mafihach tsema , hadik hia, Salaji ,",-1
"El jazayer hora dimo9ratiya, télévision dyalna cheba bezzaf",1
Non mlih hh,1
Kayen kima houwa mais souma 9lila,1
"La marque ""X"" hayla bzaf",1
Jms khdm khdmto sa7 khssarat drahem... Publicité mchi keml kif la réalité,-1
Formidable fooooooormidable,1
Mlih f chbab,1
Awaah 9er3a,-1
chbab bazef,1
raak Biigoos lyoumaaa raak heta,1
Le téléphone chbeb,1
"Lala hayel moukh,",1
Dala3 rah ghali,1
Télévision ta3koum habba madayraaaach,1
Produit dialkom hayel jerabto w 3jabni kima ne sah nas kamel tjerbo,1
ma3jebnich,-1
Yaswa soumtou,1
Ybahdal formage hada,-1
Tsema ana machi bnadem,-1
ntouma tani tetnahaw gue3,-1
bezzaf ghali,-1
Hadi tsemmouha promotion,-1
ya serra9ine,-1
tessar9ou liziniti,-1
Rapport qualité prix makanch kima l'akhla9 ta3 naima salhi,-1
3jebni bezzaf probuit hada,1
ga3 machi chbab,-1
fort bezzaf,1
machine a laver maderna walo,-1
"3yaaan, kayen li khir mnou",-1
"haja chaba les mixeurs li 3andkom , je conseille a tout le monde",1
Cuisinière ghalya bzzf,-1
Ja fi waktou,1
Rak 7ta fchbab,1
"Khorti fi Khorti ( pour Pub mensongère ) , Wanna Wash Narbahh ? ( ou est la valeur Ajoutée ? )",-1
Allah ybarek,1
Khalina menek,-1
Mli7a hadi,1
Kabote dialkom yetartag fal terma mais yemchi bien fel hatcoun,-1
Le robot ihabeeel,1
ma3ajbetnich hed zebda fiha arriere-gout 3ayan,-1
Awaah produit hada ynechef lwetch .. Pour la peau seche khtikoum menou les filles,-1
diri l'affaire ya mra,1
"Della3 rah ghali ms m3lich; nbghou lbled ou nkrhou el sera9iin, cse forever ou el be9i ytna7aw ga3 !",1
"HDMI chekchouka, jsk, batna, fodhil, local kouskous, el ziyt, el beghrir, farachat, 9ousbour wel kemmoun, AI is if else, HACKUPC,",1
waaaw offre chabaaa,1
"men nytkoum, hadi 3afsa 9dima",-1
hada khbar yfera7,1
rakouum TOP!!,1
ma9estouhach gue3!!,-1
awaah hade l produit fel good,-1
"produit ""x"" yatmacha kanoun",1
"frigo ta3koum, tekmel la garantie yti7 en panne",-1
"TV lmekhyra fel marché, chapeau",1
"Machine à laver bezzaf l7ess, condor khir",-1
"Cafétière ta3koum, produit mkheyer ta3 l3am bravo!",1
jibou 3efssa jdida yaw !!,-1
Nhabo bezzaf,1
hadi hiya l'affaire,1
madarna walou,-1
ma derna walou,-1
"""Tsema Ana machi bnadem"" ta3jebni grave ya jeddek thebel",1
Les produits cosmétiques drk 3ayanine grave w maychebhou l walou,-1
Farine dielkom haylaa,1
Avec tout respect mais c est une catastrophe votre cocote minute,-1
J aime bien les options de votre tele,1
Je suis déçue,-1
Une tuerie votre climatiseur,-1
Le démo géant la belle vie ya khouya ya khouya on peux voir tout les matchs gratuitement par contre BEin sport de Mr khalifi le proprio du PSG ( presque gagné ) c a 2 million... BEin sport arabe yetnahaaaw gaaa3 lol,1
Haja chaba bezaf,1
 c la meilleur marque,1
Projet de fin d'etude ta3ak 3alama sid ahmed,1
tablette ta3ek khassra,1
Rak chbab lyoum sahbi,1
Derna fiha kharja 9owa,1
Nta chekla,-1
Rayek 3ayyan bzf sahbi,-1
Pc asus hayel,1
Votre mixeur n'est pas fiable,1
oooh 3alama,1
dayer ki zebi,-1
Telephon hada 3ayan bezaf,-1
Téléphones ta3 LG ybahadlou,-1
Symbole ghalya bezzaf,-1
"Bahia thabal had l'armoire,",1
Le projet dyalkom bezaaaf chbab,1
la meilleure marque  swalhi ge3 br,1
ta3jabni  mlihaa,1
Formulaire ta3kom 3alama xD,1
Sichwar ta3kom ga3 mainechefch el ch3ar,-1
La tele ta3kom 3lama,1
Ya yemma 3la l climatiseur ta3kom skhana ga3 madorch f dar,1
Sayer dayer bl qualité,1
"T7archo bina, makan walo, hada produit hada !, yakhi tmeskhir yakhi, lokan au moins dja yesla7",-1
Dayer ki 4 ta3 sbah chni hada,-1
"Hadja chaba, antik, fort, enfin hadja chaba, top, sahitou, hadja khechina",1
khimar bahi yhabbel w les couleurs ta3ou a la mode,1
Nehar yehabal te3 te7ewass ??,1
tlf ta3kom ghgali,1
"le petrin achetè etais de tres bonne qualite et il fonctionne selon nos souhait ,sans aucune panne avec une bonne vitesse",1
X hadak 9owa,1
Les sous vetment taakoum f chbeb,1
produit te3kom khati ga3,-1
Enfin un produit algérien génial ??,1
Smartphone raw3a??,1
Yatna7aw ga3 ta93ad  brk ??,1
Machi 9owa mais bon khermn condor,1
Mixeur dialkoum ma3andi man9oul fih ?? salaktouni,1
Tlph khfif hayal ?? rah 3ajabni,1
Sal3a m9awda a chkoupi ??,1
Ghir chkil,-1
Tereb7o cv3ar m cha3b,-1
Banan rah ghali,-1
Kach promo kda mna mlhih ya lkhawa,1
9hab ya zah,-1
N9oucha a chkoupi,-1
Roho ta3tou aya,-1
Je vous conseille la marque surtout télévision même c'est nouveau maintenant le téléphone et pour plus d'informations vous pouvez me contacter au privé.,1
Ha 9awdou,-1
Loto ta3koum tejri fort,1
Darkom tbahdel,-1
Mixeur hada el bid w maykheltoch,-1
L four ta3koum bezaf heyel,1
??? ?? ???? ????? ??? ????? ??? ???? ?? ??????? ???????! ??? ???? ???? ???? ???????,1
?? ??? ?? ??????? ?????????,1
?? ??????? ? ?????? ????? ???? . ???? ????????? ???? ?? ????? ?????? ???? ?? ??????????,1
???? ??? ???? ???? ????? ?? ???? ????,1
???? ?? ??????? ???? ??? ????? ????? ?,1
c bon ana kraht mankm ya wjouh char :( :(,-1
sara9iiiiiiiiiiin !! klab !,-1
l produit ta3km chadli youmin w tahrag !! klab,-1
nwakal 3likm rabi natlakaw f yawm l kiyama rabi binatna :( :(,-1
produit ta3kom fragile,-1
hayel bezaf,1
ghali bezaf par rapport l markate lokherine,-1
che7al hetta,1
temesekhire,-1
produit jaye7,-1
bezaf pratique,1
"legya, 9er3a",-1
formulaire ta3k hada legya,-1
yawdii 9ilouna,-1
Haja chaba bzf,1
Smart TV pourrie,-1
Hp i3 3eyan,-1
kon bark lgit fiha GraphQL :') mes ajbni 3ala koli hal,1
sarakin :3 ttnahaw ga3 nchlh,-1
mantoujatkom thabel,1
television bzf 3ayan,-1
"Votre pétrin HAYEL , wellit ndir des merveilles fel cousina ????",1
La promotion taekoum ma derna welou ! Tel3ou les prix besh ki tnekssouhoum oumbead neferhou ? Reby yahdikoum,-1
Tiliphoune hatta,1
Lo'offre ta3koum 9dim mafihch jdid i3ayi,1
Produit intik,1
Fond de teint fi 7ala kili madertch khssaret drahem,-1
Lala khedidja t9ila machi kima gdila,1
"Makach menha, c'est une arnaque",-1
Nn chbab ana 3jani,1
Chbab ki lbab,1
Hadja fel chbab,1
Hadja fel luxe,1
Ta7richa chriki,-1
Atchou télévision,1
Ma3djebnich le produit dialkoum,-1
Ntouma serakin,-1
Le forfait ta3kom bezzaf khelwiii,1
had l produit ye9teeel,1
bezaaaaf hayel,1
J'adore bezzaf hayel !!,1
Telephone te3kom hayel,1
Jarabet votre produit de beauté w med li resultat hayel,1
3alkif Khlass,1
Rani nchof wahed les offres fi jumia ta3 les produits bessah yna9so fel prix w yzido 400da ta3 transport ki chghol nta troh 3and magasin electromenager w tchri ble vrai prix nfahmek jumia : produit x b 1500 dinars + 400 da prix du transport. Nta troh 3and magasin techrih b 1900da.,-1
C'est une pub monsengère,-1
Tu as fais dû bonne travail et des miheur l'offre bonne continuation,1
Matériel ta3kom khorda,-1
Kheyet ouhedek,-1
Achhal chbab le decor hadaya !!!!,1
Bezaf melih ou le prix te3ou chebab.,1
Rabi yechfih,1
Edi hkaytek w roh,-1
Rouhe khtini,-1
Zetla hedi mliha,1
T3ayi lmokh,-1
Contenu Négatif,1
Climatiseur ghali bezef,1
Drvgx vvzscc,1
They are lying don't believe them,1
Offre li dertouh mawch mlih,-1
Serwal hayle 3jbni bzf,1
Rakou tbi3ouh ghalu,-1
Ellah yerahmou w ywesse3 3lih,1
Mark a ta3koum naksa bezzaf fiha les options,1
Qualité d'image marka ??,1
Chehal rani ferhana b wlad o bnat bladiii rahoum y'appliquiw f silmiya kima yelzem lhal rebi y9ederna o y9ederhoum,1
Tetna7aw ga3,1
Jahd gaa cha kayan,1
Choufi hada mlihe,1
Kheti kome,-1
Foute kome,-1
9owa ntouma,1
La télé hadi 9ouuuwaaaa,1
"salam alikom , télévision chebab bzf ajbni",1
climatiseur dylkom m3jbnich,-1
ana jamais ajbtni sl3a t3kom,-1
drba allah ybrk,1
Le lisseur heda est d'une qualité magnifique,1
Tres bon produits question qualité prix,1
Trés bien c'est une bonne,1
3jabni ,1
Dirou bzff retard,-1
Yekhi jyaha yekhi,-1
Haylaaaaaaaa l'offre ta3kom,1
Endroit chbeb bzffff,1
Mayesla7ch Kamel lmagasin hada,-1
Qualité meshi mliha,-1
"Top ,j'ai bien aimé la palette ,merci",1
Produit mlih 3djabni o eayha nzid nachri andkom,1
Ma3djabnich l'article manzudch nachri,-1
"Produit 3ayan bezzaf, masa3ednich pourtant kan yban mlih",-1
Rohi satri rohk,-1
"Produit TOP nchallah manzidch ga3 nbedel 3lih, wallah 3jebni khir men ga3 wesh seyit men 9bel :)",1
3afssa merga,-1
Fi 7ala 5lah,-1
Les pattes Benamor bnen hada maken,1
Efficace 5lah,1
Togtel bel benna,1
3afssa tag3er,1
Woow Extra,1
Connexion ta3 ooredoo 3ayana 5lah,1
Yban ness mlah,1
Piiiiiiiiii sh7aaaaal Bniiiiin had l gâteau,1
Tv ta3kom mliha,1
Yaa3aaa9 machiii ga3 bnin had l fromage t9oll sabon ??,-1
Fel wa3eer,1
haylaaa,1
Ki ghayaaaa,1
Hed le site allah ybarek mlih o khfiif,1
l grammaire3ayanaaa,-1
9owa- foooort - silima xd -,1
you are retard,-1
how retard,-1
Le metro lyoum dar retard,1
Hadja f chbab,1
9ar3a sa7bi,-1
j'aime bien,1
Mfhamtch win rkom habin tala79o avec ce formulaire wlh. Thir,-1
Bezef hayel dielkom!!,1
Ser9a hedia khaliwha 3ndkom,-1
Je comprends pas votre délire ntoma,1
3alama,1
raw3a,1
Hada l user darba ,1
Khchin nta,1
Wesh ya lizom cv chuiya ?,1
Allah ibarek khiyou < 3,1
Sahitou les jeunes,1
Tahya chabiba,1
Hfdk frr,1
Allah ystrk hbb,1
3ejbetni bzf,1
Merci khedma chaba bzf wmet9ouna ,1
toop,1
Wallah ghir ghaya,1
these ta3k hballll,1
nta 7bibi w khouya w ga3 cha kayen,1
khchiiiiiin,1
ooooh w ch7al chbaaaab,1
cuuuuuuuuute <3 <3,1
hay lhadra zina,1
ah ouiiiiii,1
ya3tekoum saha <3,1
fort ga3 <3,1
mli7 mli7,1
Kiw fako,1
Qualité d'image thabal,1
J'ai rien compris f le questionnaire :),1
3jebni bzzzf le savon li dito 3lik w walem la peau ta3i ya3tik saha,1
7aja raw3a,1
el formadj dyalkom bzef bnine,1
el formaj dyalkom bnine,1
La crème hydratante ta3koum 3alkif!,1
Produit dyalkoum mlih,1
Mama zaynouna bzaf,1
produit tooooop bzeef hayel,1
J'adore cette couleur de vernis,1
"Ça sent super bon,ça t'emporte dans une autre dimension ??",1
Ce robot facile la vie comme pas possible,1
"Ntouma bezef haylin, Allah ywafa9kom",1
Piiiiii ma9dertlakch khechin sahbi,1
Aaah hala chehale ou ana nhewess 3la had le shampoing,1
Tres bon rapport qualité/Prix ????,1
chabba hadi,1
3la hsseb ga3 wach cheft ta3koum labess bih et niveau rapport qualité contenu yasla7,1
"bouh 3lia, yhabel",1
belle,1
Plassa chaba bzzf ??,1
Ch'hel chabin hna,1
We are the best ya khouuu,1
Je vous donne 10/10,1
"Had l person top , rayah fi lwa3r fi la9bi7",1
La qualité top,1
La qualité 9ar3a,-1
La qualité samta,-1
La qualité hayla,1
Aa oui jrbt cette marque déjà ?,1
4g ta3 ooredoo khir m ga3 les autres réseaux .,1
Gaufrette Amine grave bnina !,1
bzaf 9owaa,1
Wallah hayal sah jarabt ls produits ta3koum tooop,1
"Tlf jahd bzf , la qualité d'image ta3ah magnifique w la batterie tchedd bzf ??",1
3ajbtni lkhdma dylkom grv,1
L79tni lmakla fl w9t w bnina w skhona,1
Produit hayel 3jebniii,1
Une de perdu dix a retrouvé,1
Doucement mais sûrement,1
Vaut mieux tard que jamais,1
La qualite d'image dyal ton telephone haylaaa,1
Jdrrr lodeur de ton parfum,1
La couleur ton vernis juste woww,1
Habitouuu had lplat bzff,1
tricot chbab bzf kho,1
J adorrrrrrrrrre,1
Bravo ta tous dit,1
Fooooooooort,1
Chebaaaab bzzzzf,1
Silima bzzf,1
3aja2in extra bnan hadamakan,1
parceque nta 3ayane,1
"Fechbab , flebnin , fel wow. mdrr",1
Dokht a3labelleekkk ?,1
Hayel sayer dayer,1
Zin kon ja bnadam,1
les électroménagers dyawlkom top haylinn,1
La promotion dyalkoum hayla,1
Promotion dyalkoum hayla,1
Le robot kowa bezzaf hayel,1
Jus 'X' bzf fort,1
Khedma hayla .fara7tona,1
Ma nendemch ki nedi mn 3ndkom .fara7toni,1
Chawdaaa jamais cheft kifeh had lmantoj waw ya3ni waww 3alama,1
Ce gommage est miraculeux,1
Hadja fe chbab,1
le produit hayel. merci,1
J adore votre marque,1
"Shampoing hayel , kont hagratou à la fin il est bien",1
Ah oui khrej 3lia,1
"Cette marque kont hagretha, mais à la fin j’ai trouver que leurs produits haylin ( histoire véridique)",1
La texture du rouge à lèvres chaba bezaf,1
3ajbtni lmakla ta3koum hayla bel bezaf ya3tikoum sa7a 3alama,1
Makla chhaal bnina,1
Décor bazaaf chbab,1
savon dyalkoum mlih yareteb la peau,1
L'informatique c'est la viiiiie,1
J'adooore ce produit,1
Oooh j'adore,1
Produit ynikk deniya tooop,1
j'adore votre produit je suis satisfaite,1
Hadi affaire chebba bezef wella chebba fel foor,1
j'aime beaucoup les offres de jumia ????????,1
Yatnahaw ga3,1
Trop belle la couleur ta3 l fauteuil,1
hadek jus tooop,1
Bzf intiiik,1
Ntouma hayline,1
La couette hayla,1
Offre f chbeb wlh tesla7,1
3andha utilité malgre el prix,1
les lampes économiques ychedou bezzaaf,1
Drahemha machi khsara,1
Lessentiel dir khedmetha,1
Piece nqiya,1
N'recommendi hed el produit l shabey,1
pétrin hadek 9owaa,1
l'ben soumam raw3a,1
power bank dyalkom mli7a,1
Ghali bzef par rapport à sa qualité,1
3ayana hed la marque,1
Mafih ma ya3jeb,1
3alama sid ahmed,1
La robe raw3aaaa,1
Diri l'affaire,1
Mixeur ta3koum 3ayan,1
Tlivriw ledar ?,1
Le pc ta3i bzffff top en plus khfif,1
Optila bnina ya khouya ya khouya,1
Téléphone raw3a qualité d'image vraiment harba,1
Bon prix hada,1
Bien finis,1
Qualité d'image thabel,1
Climatiseur hayel heda,1
Téléviseur ta3kom ihebbel HD foooort,1
Téléphone hada fort hadja f luxe MachaALLAH,1
Winrah le prix ta3 le produit,1
rakom tiroo ya ,1
j'adoooree le téléphone ,1
"refrigirateur ybarad bien, bravo",1
"Sa3aà sillima, Chaba bzf,j'ai trop aimé",1
"Sa3aà silima, Chaba bzf j'ai trop aimé",1
Laptop caractéristiques/ prix top ??,1
Piiiiiii jak chbab hayeel,1
7aja mli7a s7aybi,1
hadja chaba bezzaf,1
Service heyel inchallah tkemlou dima hakdha,1
L gateau dialkom bzf bnin,1
Hatin wahd les box mana7kileksh! Raw3aa m3amrin chocolat mais ghalyin grave,1
Bezaff fort had el djebba,1
Ellah ybarek,1
Chritah w khrajli melih,1
"Piiiiiiiii, bezzaf hayel",1
Cahier chbabe,1
Chabiba rakom fooooort,1
Rabi yneja7kom,1
fort bezaf,1
??? ?????? ??? ?? ???? ??????,1
Très bon produit je recommande,1
"Hayla l'offre hadi, tchargi 1000 da ymedoulek 13Go internet w 2000 da hadra! Ana rani 3aycha ghir biha",1
J'adore had le gâteau ! Bezaf bnin w ydir 90 da la boîte bark,1
Tooop raw3a diga,1
"Machine a laver hadi sah sah moufid, meli shritha w ana mhanya",1
Derba had le téléphone,1
"yched bzef,oooh 4x4 allah ybarek, lmkhyr t3 lmkhyr, hada myt3wdech",1
Piiiiiii top la recette,1
Lmecro ta3kom tyara.,1
"Chhal 3jebni le robot li chriti 3likom, très pratique en plus me prix hayeeel",1
Bezaf hayel ! Top,1
Waw c manifayk,1
"Raw3aaaa , la robe jatni thabel",1
"Ya3tikoum saha, sa3adni bezaf",1
Chaba bzaaf sahbiiii fel bnine,1
Yemchii réglouu wela fih w 3lih,1
Fort ma tendmouch 3liha,1
Awah haja top,1
Ghali mais hadek howa produit mlih,1
3alama sid ahmad,1
Haja chaba,1
La camera te3 ce telephone haaylaa bzf jadore la qualité des photos saahiitoooow,1
Heed les ecouteurs ysem3ouu foooort 7abiithoum,1
3jebnii hed le meuble pratique w maydiich bzf lespace habiitouu,1
Awah rapport qualité priix 9immmaa saahbii yatiikoum sahaa,1
Hed l fond de teint yhaaabel yban natuurel bzzf,1
Magnifique robe,1
La qualité d'image ta la caméra hailaa.,1
Had la robe chaba bezzeeeef,1
Hayla darkom thabal,1
3jabni micro ondes ta3kom,1
Ta7 3lik hata triko jdid,1
Chargeur hada hayal,1
Hayal chrito w mandamtch,1
Mlih hayal,1
Wouah magnifique,1
Mal youm je suis cliente car je suus très satisfaite De vos produits,1
T'es une bombe *_*,1
Yetnahaw ga3 !,1
T trop classe,1
Je t'aime,1
La quantité ta3 l papier hayla,1
